60.26.94.80 - - [05/Jun/2021:06:25:12 +0000] "GET /aboutus.php HTTP/1.1" 404 0 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.2)"
54.36.148.169 - - [05/Jun/2021:06:25:25 +0000] "GET /category/mens-health/ HTTP/2.0" 200 30785 "-" "Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)"
103.9.14.184 - - [05/Jun/2021:06:25:25 +0000] "GET /ayurveda/know-about-health-effects-of-lemon-leaves/652/ HTTP/2.0" 200 32856 "https://www.google.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
47.29.155.198 - - [05/Jun/2021:06:25:25 +0000] "GET /medicine/polybion-sf/982/ HTTP/2.0" 200 55630 "https://www.google.com/" "Mozilla/5.0 (Linux; Android 10; M2007J20CI) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36"
103.9.14.184 - - [05/Jun/2021:06:25:25 +0000] "GET /superpwa-manifest.json HTTP/2.0" 200 305 "https://www.bimbima.com/ayurveda/know-about-health-effects-of-lemon-leaves/652/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
47.29.155.198 - - [05/Jun/2021:06:25:25 +0000] "GET /superpwa-manifest.json HTTP/2.0" 200 330 "https://health18.in/medicine/polybion-sf/982/" "Mozilla/5.0 (Linux; Android 10; M2007J20CI) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36"
47.29.155.198 - - [05/Jun/2021:06:25:25 +0000] "GET /wp-content/themes/nirvana/fonts/elusive.woff HTTP/2.0" 200 14737 "https://health18.in/medicine/polybion-sf/982/" "Mozilla/5.0 (Linux; Android 10; M2007J20CI) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36"
5.156.22.220 - - [05/Jun/2021:06:25:25 +0000] "POST /wp-login.php HTTP/1.1" 200 8953 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)"
47.29.155.198 - - [05/Jun/2021:06:25:25 +0000] "GET /wp-content/cache/minify/67148.js HTTP/2.0" 200 1999 "https://health18.in/medicine/polybion-sf/982/" "Mozilla/5.0 (Linux; Android 10; M2007J20CI) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36"
47.29.155.198 - - [05/Jun/2021:06:25:25 +0000] "GET /wp-content/cache/minify/818c0.js HTTP/2.0" 200 34204 "https://health18.in/medicine/polybion-sf/982/" "Mozilla/5.0 (Linux; Android 10; M2007J20CI) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36"
47.29.155.198 - - [05/Jun/2021:06:25:25 +0000] "GET /wp-content/cache/minify/f0f3c.js HTTP/2.0" 200 2345 "https://health18.in/medicine/polybion-sf/982/" "Mozilla/5.0 (Linux; Android 10; M2007J20CI) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36"
114.119.145.25 - - [05/Jun/2021:06:25:25 +0000] "GET /ayurveda/vetpalai-thailam-for-psoriasis/358?amp HTTP/1.1" 301 5 "-" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)"
47.29.155.198 - - [05/Jun/2021:06:25:25 +0000] "GET /wp-content/cache/minify/cac72.js HTTP/2.0" 200 4003 "https://health18.in/medicine/polybion-sf/982/" "Mozilla/5.0 (Linux; Android 10; M2007J20CI) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36"
47.29.155.198 - - [05/Jun/2021:06:25:26 +0000] "GET /wp-content/cache/minify/9e7c6.js HTTP/2.0" 200 2699 "https://health18.in/medicine/polybion-sf/982/" "Mozilla/5.0 (Linux; Android 10; M2007J20CI) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36"
60.26.94.80 - - [05/Jun/2021:06:25:26 +0000] "GET /aboutus.aspx HTTP/1.1" 410 70 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.2)"
121.212.160.62 - - [05/Jun/2021:06:25:26 +0000] "GET /homeopathy/dizziness/4847/ HTTP/2.0" 200 34742 "https://duckduckgo.com/" "Mozilla/5.0 (iPad; CPU OS 12_5_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
212.252.139.165 - - [05/Jun/2021:06:25:26 +0000] "POST /xmlrpc.php HTTP/1.1" 403 415 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)"
114.119.145.25 - - [05/Jun/2021:06:25:27 +0000] "GET /ayurveda/vetpalai-thailam-for-psoriasis/358/?amp HTTP/1.1" 200 16315 "-" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)"
103.9.14.184 - - [05/Jun/2021:06:25:27 +0000] "GET /wp-content/uploads/2018/08/bimbim2.png HTTP/2.0" 200 45678 "https://www.bimbima.com/ayurveda/know-about-health-effects-of-lemon-leaves/652/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
103.9.14.184 - - [05/Jun/2021:06:25:27 +0000] "GET /superpwa-sw.js HTTP/2.0" 200 1000 "https://www.bimbima.com/ayurveda/know-about-health-effects-of-lemon-leaves/652/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
103.9.14.184 - - [05/Jun/2021:06:25:27 +0000] "GET / HTTP/2.0" 200 32276 "https://www.bimbima.com/superpwa-sw.js" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
103.9.14.184 - - [05/Jun/2021:06:25:27 +0000] "GET /superpwa-sw.js HTTP/2.0" 304 0 "https://www.bimbima.com/ayurveda/know-about-health-effects-of-lemon-leaves/652/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
103.9.14.184 - - [05/Jun/2021:06:25:27 +0000] "GET / HTTP/2.0" 304 0 "https://www.bimbima.com/superpwa-sw.js" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
212.252.139.165 - - [05/Jun/2021:06:25:27 +0000] "POST /wp-login.php HTTP/1.1" 200 8953 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)"
60.26.94.80 - - [05/Jun/2021:06:25:27 +0000] "GET /aboutus.asp HTTP/1.1" 404 158820 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.2)"
186.220.177.14 - - [05/Jun/2021:06:25:28 +0000] "POST /xmlrpc.php HTTP/1.1" 403 415 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)"
47.29.155.198 - - [05/Jun/2021:06:25:28 +0000] "GET /wp-content/themes/nirvana/fonts/opensans-bold-webfont.woff HTTP/2.0" 200 25455 "https://health18.in/medicine/polybion-sf/982/" "Mozilla/5.0 (Linux; Android 10; M2007J20CI) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36"
47.29.155.198 - - [05/Jun/2021:06:25:29 +0000] "GET /wp-content/themes/nirvana/fonts/opensans-light-webfont.woff HTTP/2.0" 200 24021 "https://health18.in/medicine/polybion-sf/982/" "Mozilla/5.0 (Linux; Android 10; M2007J20CI) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36"
60.26.94.80 - - [05/Jun/2021:06:25:29 +0000] "GET /aboutus HTTP/1.1" 404 158875 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.2)"
186.220.177.14 - - [05/Jun/2021:06:25:30 +0000] "POST /wp-login.php HTTP/1.1" 200 8970 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)"
114.119.142.39 - - [05/Jun/2021:06:25:30 +0000] "GET /amp_validated_url/cacebce4c44010056b8bfec225668b96?amp=1 HTTP/1.1" 301 5 "-" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)"
47.15.133.189 - - [05/Jun/2021:06:25:30 +0000] "GET /wp-content/uploads/2017/08/i-pill-72-250x150.jpg HTTP/2.0" 200 2935 "https://health18.in/s/intercourse/701/" "Mozilla/5.0 (Linux; Android 9; TECNO LB8a) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.181 Mobile Safari/537.36"
47.15.133.189 - - [05/Jun/2021:06:25:31 +0000] "GET /wp-content/uploads/2017/10/scabies-250x150.jpg HTTP/2.0" 200 6085 "https://health18.in/s/intercourse/701/" "Mozilla/5.0 (Linux; Android 9; TECNO LB8a) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.181 Mobile Safari/537.36"
180.188.250.151 - - [05/Jun/2021:06:25:32 +0000] "GET /wp-content/uploads/2018/09/bronze-powder-150x150.jpg HTTP/2.0" 200 5186 "https://ayurhindi.in/godanti-bhasma/" "Mozilla/5.0 (Linux; Android 9; SM-M405F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.210 Mobile Safari/537.36"
196.188.241.245 - - [05/Jun/2021:06:25:32 +0000] "POST /xmlrpc.php HTTP/1.1" 403 415 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)"
121.212.160.62 - - [05/Jun/2021:06:25:32 +0000] "GET /superpwa-sw.js HTTP/2.0" 200 1000 "https://www.bimbima.com/homeopathy/dizziness/4847/" "Mozilla/5.0 (iPad; CPU OS 12_5_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
49.36.219.153 - - [05/Jun/2021:06:25:32 +0000] "GET /ayurveda/putrajeevak-beejseeds/1448/ HTTP/2.0" 200 36489 "https://www.google.com/" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
114.119.142.39 - - [05/Jun/2021:06:25:32 +0000] "GET /amp_validated_url/cacebce4c44010056b8bfec225668b96/?amp=1 HTTP/1.1" 200 13136 "-" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)"
49.36.219.153 - - [05/Jun/2021:06:25:33 +0000] "GET /superpwa-manifest.json HTTP/2.0" 200 305 "https://www.bimbima.com/ayurveda/putrajeevak-beejseeds/1448/" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
121.212.160.62 - - [05/Jun/2021:06:25:33 +0000] "GET / HTTP/2.0" 200 32276 "https://www.bimbima.com/superpwa-sw.js" "Mozilla/5.0 (iPad; CPU OS 12_5_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
121.212.160.62 - - [05/Jun/2021:06:25:33 +0000] "GET / HTTP/2.0" 200 32276 "https://www.bimbima.com/superpwa-sw.js" "Mozilla/5.0 (iPad; CPU OS 12_5_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
121.212.160.62 - - [05/Jun/2021:06:25:33 +0000] "GET /superpwa-sw.js HTTP/2.0" 304 0 "https://www.bimbima.com/homeopathy/dizziness/4847/" "Mozilla/5.0 (iPad; CPU OS 12_5_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
180.188.250.151 - - [05/Jun/2021:06:25:33 +0000] "GET /wp-content/uploads/2018/09/akeetk-pishti-150x150.jpg HTTP/2.0" 200 5547 "https://ayurhindi.in/godanti-bhasma/" "Mozilla/5.0 (Linux; Android 9; SM-M405F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.210 Mobile Safari/537.36"
196.188.241.245 - - [05/Jun/2021:06:25:34 +0000] "POST /wp-login.php HTTP/1.1" 200 8953 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.0)"
180.188.250.151 - - [05/Jun/2021:06:25:34 +0000] "GET /wp-content/uploads/2018/07/patanjali-amrit-rasayan-150x150.jpg HTTP/2.0" 200 5745 "https://ayurhindi.in/godanti-bhasma/" "Mozilla/5.0 (Linux; Android 9; SM-M405F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.210 Mobile Safari/537.36"
180.188.250.151 - - [05/Jun/2021:06:25:35 +0000] "GET /wp-content/uploads/2018/08/liv-amrit-150x150.jpg HTTP/2.0" 200 4655 "https://ayurhindi.in/godanti-bhasma/" "Mozilla/5.0 (Linux; Android 9; SM-M405F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.210 Mobile Safari/537.36"
115.99.93.249 - - [05/Jun/2021:06:25:35 +0000] "GET /medicines/musli-kaunch-shakti/3937/ HTTP/2.0" 200 34770 "https://www.bing.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36 Edg/91.0.864.37"
115.99.93.249 - - [05/Jun/2021:06:25:35 +0000] "GET /superpwa-manifest.json HTTP/2.0" 200 305 "https://www.bimbima.com/medicines/musli-kaunch-shakti/3937/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36 Edg/91.0.864.37"
47.247.220.24 - - [05/Jun/2021:06:25:35 +0000] "GET /medicine/kaunch-pak/3119 HTTP/2.0" 200 66725 "https://www.google.com/" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J500F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.125 Mobile Safari/537.36"
47.29.155.198 - - [05/Jun/2021:06:25:35 +0000] "GET /superpwa-sw.js HTTP/2.0" 200 1000 "https://health18.in/medicine/polybion-sf/982/" "Mozilla/5.0 (Linux; Android 10; M2007J20CI) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36"
47.29.155.198 - - [05/Jun/2021:06:25:35 +0000] "GET /wp-content/uploads/2018/08/h18.jpg HTTP/2.0" 200 768 "https://health18.in/medicine/polybion-sf/982/" "Mozilla/5.0 (Linux; Android 10; M2007J20CI) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36"
47.29.155.198 - - [05/Jun/2021:06:25:35 +0000] "GET /wp-content/uploads/2018/08/h18-sm.png HTTP/2.0" 200 5090 "https://health18.in/medicine/polybion-sf/982/" "Mozilla/5.0 (Linux; Android 10; M2007J20CI) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36"
47.29.155.198 - - [05/Jun/2021:06:25:35 +0000] "GET / HTTP/2.0" 200 48210 "https://health18.in/superpwa-sw.js" "Mozilla/5.0 (Linux; Android 10; M2007J20CI) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36"
47.29.155.198 - - [05/Jun/2021:06:25:35 +0000] "GET /superpwa-sw.js HTTP/2.0" 304 0 "https://health18.in/medicine/polybion-sf/982/" "Mozilla/5.0 (Linux; Android 10; M2007J20CI) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36"
47.247.220.24 - - [05/Jun/2021:06:25:36 +0000] "GET /wp-content/cache/minify/7d482.js HTTP/2.0" 200 239 "https://www.bimbim.in/medicine/kaunch-pak/3119" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J500F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.125 Mobile Safari/537.36"
47.247.220.24 - - [05/Jun/2021:06:25:36 +0000] "GET /wp-content/cache/minify/67148.js HTTP/2.0" 200 1999 "https://www.bimbim.in/medicine/kaunch-pak/3119" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J500F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.125 Mobile Safari/537.36"
47.247.220.24 - - [05/Jun/2021:06:25:36 +0000] "GET /wp-content/cache/minify/73395.js HTTP/2.0" 200 36647 "https://www.bimbim.in/medicine/kaunch-pak/3119" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J500F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.125 Mobile Safari/537.36"
47.29.155.198 - - [05/Jun/2021:06:25:36 +0000] "GET / HTTP/2.0" 304 0 "https://health18.in/superpwa-sw.js" "Mozilla/5.0 (Linux; Android 10; M2007J20CI) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36"
47.247.220.24 - - [05/Jun/2021:06:25:36 +0000] "GET /wp-content/cache/minify/54359.js HTTP/2.0" 200 4910 "https://www.bimbim.in/medicine/kaunch-pak/3119" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J500F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.125 Mobile Safari/537.36"
47.247.220.24 - - [05/Jun/2021:06:25:36 +0000] "GET /wp-content/cache/minify/9e7c6.js HTTP/2.0" 200 2699 "https://www.bimbim.in/medicine/kaunch-pak/3119" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J500F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.125 Mobile Safari/537.36"
49.36.219.153 - - [05/Jun/2021:06:25:36 +0000] "GET /wp-content/uploads/2018/08/bimbim2.png HTTP/2.0" 200 45678 "https://www.bimbima.com/ayurveda/putrajeevak-beejseeds/1448/" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
49.36.219.153 - - [05/Jun/2021:06:25:36 +0000] "GET /superpwa-sw.js HTTP/2.0" 200 1000 "https://www.bimbima.com/ayurveda/putrajeevak-beejseeds/1448/" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
47.247.220.24 - - [05/Jun/2021:06:25:36 +0000] "GET /superpwa-manifest.json HTTP/2.0" 200 349 "https://www.bimbim.in/medicine/kaunch-pak/3119" "Mozilla/5.0 (Linux; Android 5.1.1; SM-J500F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.125 Mobile Safari/537.36"
49.36.219.153 - - [05/Jun/2021:06:25:36 +0000] "GET / HTTP/2.0" 200 32276 "https://www.bimbima.com/superpwa-sw.js" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
49.36.219.153 - - [05/Jun/2021:06:25:36 +0000] "GET /superpwa-sw.js HTTP/2.0" 304 0 "https://www.bimbima.com/ayurveda/putrajeevak-beejseeds/1448/" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
49.36.219.153 - - [05/Jun/2021:06:25:36 +0000] "GET / HTTP/2.0" 304 0 "https://www.bimbima.com/superpwa-sw.js" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36"
112.196.146.147 - - [05/Jun/2021:06:25:37 +0000] "GET /superpwa-sw.js HTTP/2.0" 304 0 "https://health18.in/superpwa-sw.js" "Mozilla/5.0 (Linux; Android 9; vivo 1902) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.88 Mobile Safari/537.36"
115.99.93.249 - - [05/Jun/2021:06:25:37 +0000] "GET /wp-content/uploads/2018/08/bimbim2.png HTTP/2.0" 200 45678 "https://www.bimbima.com/medicines/musli-kaunch-shakti/3937/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36 Edg/91.0.864.37"
115.99.93.249 - - [05/Jun/2021:06:25:37 +0000] "GET /superpwa-sw.js HTTP/2.0" 200 1000 "https://www.bimbima.com/medicines/musli-kaunch-shakti/3937/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36 Edg/91.0.864.37"
115.99.93.249 - - [05/Jun/2021:06:25:37 +0000] "GET / HTTP/2.0" 200 32276 "https://www.bimbima.com/superpwa-sw.js" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36 Edg/91.0.864.37"
115.99.93.249 - - [05/Jun/2021:06:25:37 +0000] "GET /superpwa-sw.js HTTP/2.0" 304 0 "https://www.bimbima.com/medicines/musli-kaunch-shakti/3937/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36 Edg/91.0.864.37"
